Genes	Bin_1	Bin_2	Bin_3	Bin_4	Bin_5	Bin_6	Bin_7	Bin_8	Bin_10
ABCB10	0.08292912162649034	0.0940112338612424	0.10354101093011772	0.20485296347647122	0.09692373683871464	0.08623383669429438	0.13191082266131585	0.08802907425106114	0.11156819966029234
ABCB11	0.12763057113769508	0.12481096774279571	0.11987128566192765	0.11497496059461566	0.11705704920026382	0.10716262900135048	0.07707650018575776	0.11300604312847709	0.0984099933471168
ABCB4	0.1384708663365884	0.1171210843027794	0.09931785366498214	0.10294201024389336	0.10735390037575006	0.11552352669091442	0.09637770182638439	0.1005680767525062	0.12232497980620165
ABCB5	0.1092632218597278	0.12110047238581831	0.12595619693246662	0.08673633829490908	0.14991280537415072	0.08187057628312212	0.09695548318716232	0.0925683240880559	0.13563658159458722
ABCB6	0.09507567108107143	0.11491346119712965	0.1054249891299069	0.07593303846000997	0.11506928767017417	0.10564234548929669	0.11601595870257046	0.11368975154424546	0.15823549672559534
ABCB7	0.09761630144545524	0.10206183564636089	0.1015446078872734	0.1711536855851185	0.10680124517598404	0.10757880707004691	0.129552528295778	0.08578890191852338	0.0979020869754596
ABCB8	0.0916905765989024	0.1026642269999433	0.10331852775945981	0.1521328722032782	0.10815124499363803	0.10673529440881097	0.11610483264094829	0.09178433454079332	0.12741808985422579
ABCC2	0.10470068771642253	0.11734331990969867	0.12076481631159756	0.10732046477477294	0.11199640625433298	0.10626986962670727	0.10702901092254141	0.11127453271716496	0.11330089176676171
ABCC3	0.10266925459652823	0.10914368401781245	0.10978676707198283	0.1142770714359541	0.10630722112214507	0.11813880302848107	0.11200238376113525	0.12022865745290376	0.10744615751305733
ABCC4	0.08743165456047712	0.12004913822580848	0.10536562487354276	0.13518946295413076	0.11214872051952815	0.08653955075145048	0.11227254314746463	0.12001147494615279	0.12099183002144488
ABCC6	0.11162098561133535	0.1151033402439011	0.1142855462710228	0.10844277782965563	0.11292509037450062	0.10845159492711384	0.1029334626655281	0.11937066461118308	0.10686653746575951
ABCD1	0.08075242484655971	0.10355955043470615	0.10524289195442274	0.11181613012649429	0.1164923570461258	0.11591091985452714	0.11670986260967085	0.12663368962011404	0.1228821735073793
ABCD3	0.08475552049461842	0.1008503615944323	0.11216848990322699	0.14119947893512724	0.10083562411882348	0.09547298015686101	0.12191997653756582	0.09869178603711885	0.14410578222222586
ABCD4	0.10244685228772166	0.10341015238048067	0.1155533189568096	0.07860617866568384	0.12390799024167788	0.10902939624024635	0.11494942987491862	0.12550990149347632	0.1265867798589851
ABCE1	0.10810112836758154	0.1098970194555174	0.1088496013068292	0.10583210660154624	0.10986442855799473	0.10967874071469902	0.11272661426511105	0.11090295111975582	0.12414740961096495
ABCF1	0.11224108780240577	0.1048311828536123	0.10596676095132493	0.10083541134234426	0.10988797334753778	0.11292468688241165	0.11972767043495541	0.10948354694500115	0.12410167944040673
ABCF2	0.12652498066644677	0.12461765047527656	0.0961819507621659	0.10398140436555489	0.10913430925286935	0.13334166934181785	0.10265075826488146	0.13192109215156686	0.07164618471942037
ABCF3	0.11799763354751977	0.1103135732415809	0.1164788375345229	0.09551024496946302	0.11224760204849289	0.11273490797737815	0.10424938582277916	0.11776268766961144	0.11270512718865175
ABCG5	0.12231225625592423	0.10944449657044324	0.08609821801066264	0.0732044943898318	0.12282125153970985	0.10176637379464205	0.11868052500826572	0.14477494688772133	0.12089743754279914
ABCG8	0.1112587446054384	0.10878904242845207	0.09132326866959539	0.09125494959992245	0.11506199700961642	0.12149489498269689	0.10482736265300305	0.14155981221637154	0.11442992783490381
ABHD10	0.09896309698204278	0.10187674023539708	0.11500124106029495	0.18273908666886596	0.09689156138206294	0.10589834663085664	0.10894200349748097	0.09190077270309263	0.09778715083990598
ABHD11	0.10097071469817966	0.11084317317101372	0.12262689415423561	0.13076155593917996	0.11154985700578593	0.10947881097328625	0.11516362253646785	0.1064138551110714	0.09219151641077965
ABHD12	0.09273543703023103	0.10743629585792461	0.11113897128432974	0.11217713854123987	0.11254922052471583	0.09664237687004518	0.11073678551007717	0.12059475318681546	0.13598902119462114
ABHD14B	0.13251406817670966	0.1201652507943059	0.11841063482973972	0.10370096164205182	0.10122364679884889	0.10962985392642798	0.09852718303538623	0.1035824445793521	0.11224595621717767
ABHD15	0.11834793857127097	0.08421220316888252	0.10185231386009434	0.12012134276569406	0.10525491708153242	0.1145608707511692	0.10707132656838626	0.10181526937094383	0.14676381786202639
ABHD16A	0.09922569173114117	0.10176808188698712	0.10553421342830041	0.1249913647100198	0.11223410174804292	0.11254307348857963	0.1225388941344133	0.11883168051553661	0.10233289835697909
ABHD2	0.0961641872782183	0.10016552317317866	0.09738897170366702	0.08935294428480818	0.0799220519563108	0.10583146301233418	0.13816844800388964	0.07749935969239623	0.21550705089519692
ABHD3	0.09721633586624483	0.10474060390753218	0.10260212069371748	0.10787408977074373	0.10502798112788854	0.09629514979977878	0.10548269407853374	0.1070191871653864	0.17374183759017436
ABHD4	0.06583507334193116	0.10234155902213422	0.11833389470933549	0.07989407270886703	0.10917572289076784	0.12308874562897477	0.1126941017817677	0.1425438421667874	0.14609298774943444
ABHD5	0.07230390599852154	0.08797778531024318	0.10809368260229305	0.09439039723805759	0.10988502192263315	0.1099830482098422	0.14447223909716742	0.12146991882844603	0.15142400079279583
ABHD6	0.09704803367370506	0.09728532014137967	0.10289735081939047	0.1014546649637703	0.10453478156008184	0.10326413333937269	0.12862091114492855	0.12516978439562199	0.13972501996174946
ABI1	0.1137621605117169	0.10684071096749079	0.10593900315360447	0.12285208558239137	0.10018189095796028	0.09516977725751914	0.1199109479746444	0.10915390307222288	0.1261895205224498
ABI3	0.1468993378941173	0.10207847846755698	0.10013925178815555	0.10220653571095725	0.08903859536146068	0.10207269965160626	0.09367846340795029	0.17074647187685527	0.09314016584134041
ABITRAM	0.08993880866268178	0.10362017073816414	0.11862074794138928	0.10211090546594383	0.11187635959518365	0.12098992462853493	0.08047219584349583	0.15895003868311736	0.11342084844148917
ABLIM1	0.10739216394231621	0.12507128559423708	0.10343513111641704	0.09260252825829318	0.11110355997636051	0.11101181159638931	0.10126685101135088	0.14630587108559506	0.10181079741904074
ABLIM3	0.11702846633245716	0.1162228481857211	0.10749327699393331	0.11377414933296069	0.10787444208712353	0.10987606057133052	0.10250238247765699	0.11448241409039997	0.11074595992841671
ABR	0.11267115512336098	0.14490266887820502	0.11229750327801609	0.12602904116256516	0.1053218760680991	0.09637746941964553	0.05773302991214185	0.14804503024347251	0.09662222591449372
ABRAXAS2	0.12414637924105275	0.1175583253841772	0.12195676011580758	0.11672280999299052	0.1157950119278111	0.10684684256320205	0.107197587243659	0.09728473417516564	0.09249154935613413
ACAA1	0.09258187843976995	0.1091186921908019	0.11344237841451306	0.13316424044416195	0.1064761726072072	0.11028879167179564	0.12387027676606498	0.10171102465175035	0.10934654481393495
ACAA2	0.11497936547049388	0.10842832243155201	0.1242473968472707	0.13822399124721152	0.10800057815043056	0.10189771834022048	0.10738332103823771	0.10055174908917369	0.09628755738540944
ACACA	0.13063709935555498	0.10537036409940391	0.09997091189853262	0.11432446876643644	0.09876478832293817	0.11066447935493297	0.10543480991279358	0.09572076075899416	0.13911231753041317
ACACB	0.1218362059514335	0.10930072304720806	0.1155306420494602	0.10460171263986769	0.11052760723931596	0.1035611572718685	0.10347750994451396	0.12010130565205908	0.11106313620427312
ACAD10	0.10487807412710522	0.1206740437672003	0.1237083869967752	0.12020457824371808	0.11248579710719135	0.11121945566883588	0.11352587070014743	0.1016231238125582	0.09168066957646832
ACAD11	0.08766391417545175	0.10244117184610317	0.11616696704351813	0.13456112328376782	0.108373755921859	0.09459136991363265	0.12145096100544406	0.10435851225765921	0.13039222455256413
ACAD8	0.10827473400102966	0.11541403714848708	0.12078855982115637	0.12457689186443659	0.10918274749024019	0.11542654005157668	0.10311772485532857	0.11711920394004983	0.08609956082769508
ACAD9	0.10527086043384751	0.10723492270657926	0.11839530723274264	0.1741794320649961	0.10217437789914657	0.10400086911531786	0.11211640746172413	0.10040003241924347	0.07622779066640253
ACADL	0.08968590358665857	0.09895123030859382	0.12686090946629497	0.21250573054957675	0.11961452713405332	0.09662544854198662	0.09947878578610105	0.10444901234091188	0.051828452285823084
ACADM	0.10913231812919238	0.10890000005550592	0.10699539074281815	0.1809010538960992	0.10517957119073656	0.10233380305608332	0.10033282467346995	0.1013438446175321	0.08488119363856243
ACADS	0.10017851061805333	0.09875617857797947	0.11661483176886707	0.1806574385894118	0.10128713700269534	0.09608874295681492	0.1026074227844781	0.10270802864559497	0.10110170905610495
ACADSB	0.1357855487759564	0.08222989904158488	0.12043736627712448	0.22309253413939534	0.06767873434080231	0.09121371639486839	0.12273901324145857	0.065262675696275	0.0915605120925347
ACADVL	0.10350491658001483	0.11093379193626077	0.11247120720543727	0.12293255980859466	0.10989776249324525	0.11576541840405899	0.10724475221990012	0.10416662922455211	0.11308296212793602
ACAP2	0.10831705058181951	0.10911606092699114	0.10281694384470781	0.10246525192283809	0.10806140536290562	0.10972123523010971	0.1243532112193755	0.13689207471424392	0.0982567661970087
ACAT1	0.12154591421610274	0.11842398781659187	0.11709829608590296	0.10560502596004412	0.11313491971659795	0.10453713864907363	0.11131947428034046	0.10681551718269064	0.10151972609265567
ACAT2	0.1646797789351973	0.11540532331270467	0.11648420944585436	0.13774548851134993	0.08617687760797102	0.10635996674338323	0.09781956692013885	0.08427368251196167	0.09105510601143889
ACBD3	0.11437621307374556	0.11014528192120893	0.11958310683849675	0.10274063200049338	0.11447159397889321	0.1190078514154125	0.10264731690891901	0.11489518501051127	0.10213281885231942
ACBD4	0.1167543595635901	0.10611481221635725	0.11143170851408317	0.11234418026691226	0.1081006291292834	0.11572907449200466	0.11619780108376637	0.11547576944227121	0.09785166529173159
ACBD5	0.09331212854528262	0.1015404236122122	0.1135412275244613	0.10380563285778016	0.11074403738090104	0.10356945982015699	0.12892126040525778	0.12018929732235607	0.12437653253159182
ACBD6	0.11621010497260643	0.10015473005795204	0.09645994120553676	0.11506398059878159	0.12160432487097186	0.1487303943720905	0.11441934418494011	0.14306589532924854	0.04429128440787222
ACE	0.1288998869582205	0.12386358105607839	0.11107487622707511	0.06566406730109609	0.11328655999099796	0.09759385386502664	0.10486792199167214	0.14674720406396577	0.10800204854586734
ACIN1	0.09372795042593529	0.11170228260667558	0.12037232812981194	0.09357724870441012	0.11413300300344613	0.13307736645335308	0.11517046238026853	0.111665867300322	0.1065734909957773
ACLY	0.11129887065430266	0.11095708483273062	0.11225693891756407	0.11999733474152248	0.10751699570471453	0.11195798565582384	0.1109712799645608	0.1002609980714701	0.11478251145731096
ACMSD	0.13813361199204757	0.12603395970594117	0.12030352900076148	0.11204027091259246	0.13272208419920645	0.11327471183497084	0.08431686184993885	0.12087426878056155	0.052300701723979666
ACO1	0.15304256999667262	0.11737885189367629	0.11608667835305951	0.10924317729562621	0.10618821085527876	0.10669625175459706	0.09533201107967558	0.09761986034833	0.09841238842308404
ACO2	0.09712666147498107	0.09377630001170442	0.12111459342851705	0.20380514364082572	0.08948491518417737	0.1036270144345847	0.11162092130511587	0.08847457229665162	0.09096987822344221
ACOT1	0.10420530912839314	0.10157629719568752	0.13260619460628115	0.11668097616430953	0.12699893864186212	0.11983787227611212	0.10531816576881073	0.09891555282313877	0.09386069339540501
ACOT11	0.09966249854069781	0.09735774546100476	0.12704360044954716	0.12345760990812182	0.08352076199075632	0.12247687250174259	0.1347277219297616	0.08969717857786207	0.1220560106405059
ACOT12	0.11456899453365653	0.12669128728341958	0.12162025324621711	0.1254080146141395	0.11387533195830787	0.10266585084906571	0.09885061541913176	0.10453399919076554	0.0917856529052964
ACOT13	0.10900945581297213	0.109049499480821	0.11730053317237271	0.13919182679830483	0.10469358978371092	0.10654941676705262	0.10781964449899224	0.10279821424395309	0.1035878194418205
ACOT2	0.10398343773067684	0.11016905507916692	0.1157445705351057	0.10741704343537105	0.11670000042507302	0.10908802043640062	0.1146802119641169	0.12053627853066416	0.10168138186342476
ACOT4	0.09232512033359108	0.0967714752693616	0.10069436240150761	0.08340270032702643	0.11064144807450502	0.11852126020441146	0.11962536794334502	0.11122045248328813	0.16679781296296364
ACOT7	0.1117068615611998	0.10930599107329705	0.10897311845881948	0.11347744134258721	0.09443372920242697	0.10980434904844853	0.11178074168598999	0.08615850859768406	0.15435925902954686
ACOT8	0.07047377692379625	0.09420854159749704	0.1062948677370265	0.12867192556897908	0.10661045442196786	0.11536068018339	0.1405123160262379	0.10116459588109189	0.13670284166001348
ACOT9	0.08834424927527053	0.10161587282129543	0.1120980356550536	0.17190817185785603	0.10337783538305464	0.105866281741845	0.11198045101577421	0.10233746812359316	0.10247163412625737
ACOX1	0.08980182347858746	0.10092031683547337	0.10693998233122368	0.13324803636776494	0.1001590283814701	0.09083470220583378	0.12784014952670783	0.09200907639427587	0.158246884478663
ACOX2	0.08116199395581511	0.09855904815483772	0.11249093546812054	0.1595753980495711	0.10025972253040305	0.09287491556578295	0.11909184164357291	0.10189158506004722	0.13409455957184943
ACOX3	0.0708929843282948	0.09654576236171393	0.10475168211429542	0.16730535226600848	0.11082580855878402	0.1023965229028683	0.11199094287073232	0.10195352690919147	0.13333741768811122
ACP1	0.1223153714993913	0.11341047076456631	0.10997757383595361	0.11780473474732654	0.11196223519414861	0.09930831174640847	0.12092721219803707	0.1092154893537922	0.09507860066037592
ACP2	0.09681125603875484	0.11276854507799954	0.09995738399235081	0.07524239377914914	0.10785962098604998	0.11705625487624048	0.11533756886697621	0.12918351462144195	0.14578346176103704
ACP6	0.10349470728288178	0.0962046412129722	0.09743896498355999	0.10786143180995562	0.12319000525701292	0.11026333617699148	0.13942922704495483	0.11478699019805934	0.10733069603361181
ACSF2	0.0859479374328947	0.10171367791335732	0.10485746711465854	0.11184073186643881	0.11031893205111963	0.0951008214540448	0.12427335994921891	0.1145983108880773	0.15134876133019004
ACSF3	0.09150907316633866	0.09848764138484388	0.10859979989890893	0.19904959166861055	0.0963780173779549	0.0988664186331019	0.10980356713154402	0.08894413977269089	0.1083617509660062
ACSL1	0.10636616960227958	0.10057402008321084	0.10212399250453845	0.18265316793075376	0.09772767265690366	0.10200810368503198	0.11515780345575223	0.09047784664811434	0.10291122343341515
ACSL3	0.10483297073733841	0.09928589065303098	0.10797771009353468	0.11183738158131773	0.1026706811518129	0.11131855647609595	0.11073323708705696	0.14344948304905564	0.10789408917075675
ACSL4	0.12000278738943132	0.09789595711065038	0.10272437466628913	0.04242050535766727	0.11165375258682712	0.12458756224336588	0.11126984513432514	0.14390959445468002	0.14553562105676374
ACSL5	0.12279881803350673	0.0995843333208317	0.09791283559089049	0.11067198711512832	0.09810230162368486	0.0996411332375434	0.11776423099812688	0.10641731757913774	0.14710704250114992
ACSL6	0.10006909153346162	0.10772235930873675	0.11894732461242019	0.14404023909775884	0.12935251429545655	0.09441906035435993	0.12748804854925114	0.10551239009633745	0.0724489721522176
ACSM2A	0.10062767605993977	0.10698945083308421	0.11705185709101602	0.13161850835222436	0.12357003892051635	0.09919961650210647	0.13164242703502466	0.11138102853044006	0.0779193966756481
ACSM2B	0.0988322051529136	0.10699708172153692	0.11358150627467796	0.13614597425198027	0.11044569130834521	0.10983183137814136	0.11126162062146165	0.1170277022914719	0.09587638699947112
ACSM3	0.12122786165664473	0.12041890996084907	0.11270215773232244	0.11993580651942813	0.10644614067303412	0.10423150236998216	0.10816449520420776	0.10489797614571832	0.10197514973781324
ACSM5	0.12011780164464295	0.11068767873028937	0.11250282344686302	0.13004613683474345	0.10323690481810656	0.09579732020196895	0.10732804789833028	0.09274584957352207	0.1275374368515333
ACSS1	0.07436256591044081	0.11022979949335292	0.10817243358202437	0.10582906630950778	0.10767014538095471	0.1182980339839018	0.12504113734531988	0.11658817420848247	0.1338086437860153
ACSS2	0.15068367914675218	0.10717918193814938	0.0976107383701398	0.12304217028066478	0.10032250154710165	0.10185414879324851	0.08583615931258966	0.07357085931883574	0.1599005612925183
ACSS3	0.0883972060199489	0.10391216096318559	0.1059120779340922	0.1440329115771063	0.1040779637705109	0.09822257968991592	0.12574993703730894	0.08979304278813395	0.13990212021979737
ACTA1	0.11981300129755819	0.11612984766743377	0.10560422839989032	0.12837873322161944	0.09232765879002902	0.0998785880761018	0.11484517456845991	0.11724260790471086	0.10578016007419667
ACTB;ACTG1	0.12273421437846473	0.11478534766997918	0.11514900517245573	0.1044741059783117	0.10660049806514098	0.10891212727329222	0.11393240319437045	0.11782295648189937	0.09558934178608565
ACTBL2	0.12627861197070106	0.13827885323961261	0.1124944772359744	0.09645384515322183	0.10196097633902462	0.12438319585290747	0.10135281096416367	0.07803581540326839	0.12076141384112588
ACTG2	0.11835937014956348	0.11729831784271266	0.1183146578756783	0.11258436335393732	0.11021655332113489	0.11195906458653128	0.09938896638633345	0.11324027220279273	0.09863843428131591
ACTL6A	0.11083212562253755	0.10955115803688281	0.10991980076770981	0.09407074098659611	0.099714756648976	0.11952526196287971	0.13702511850618632	0.10737342247481486	0.11198761499341678
ACTN1	0.12143127516614868	0.11336739337106008	0.11438228258087065	0.11769725247296398	0.11291201339512168	0.10540198845640944	0.10038755659626346	0.1197906845466552	0.09462955341450692
ACTN2	0.11779710958206643	0.11856283024388915	0.1190792117887753	0.10597239245418437	0.11930422871874656	0.09722333248917817	0.09041788521232563	0.1260595355236913	0.10558347398714303
ACTN3	0.11751861762537698	0.1128042971736216	0.10623646651237209	0.11774145393626766	0.12093919473270205	0.11452477658836228	0.09033659177375981	0.1104231321511916	0.10947546950634587
ACTN4	0.1176973536458775	0.11980805291180807	0.11033695750890096	0.1199504504079293	0.10735525234518437	0.10721546798008827	0.10630597613915492	0.11411744493229556	0.09721304412876099
ACTR10	0.11317328906134065	0.10646988327556403	0.10593544496381009	0.11859900389825505	0.10705250262045755	0.09711991709429346	0.12349863161649971	0.10561197544276947	0.1225393520270099
ACTR1A	0.12435418377258999	0.11591983755414702	0.11678134559065684	0.10970386121687357	0.10812995641778032	0.1093746627781316	0.10772046699547971	0.10157438857975037	0.10644129709459059
ACTR1B	0.11899757802392827	0.11316471629529483	0.11825616171388928	0.12509519008662937	0.10588246344593229	0.11113034414747419	0.10903535764849392	0.10066674594119006	0.09777144269716777
ACTR2	0.12771199298177138	0.11408628953956124	0.10397649650860095	0.11010510754479923	0.10651684684783935	0.10041896305223108	0.11116204429455115	0.13530558210678234	0.09071667712386323
ACTR3	0.12014463055810333	0.11296672497659989	0.11350953805463192	0.11012537373413767	0.10438720930072469	0.1058248467882967	0.10500923011637976	0.12612548252264022	0.10190696394848592
ACTR3B	0.0922802040595596	0.08883149787173765	0.06956000842083043	0.07688866553624818	0.08671881923943842	0.10124625540726942	0.1436101122294426	0.08871171568159823	0.2521527215538754
ACVR1	0.10752997170514797	0.11230027146299768	0.13216729899777077	0.11391791425556579	0.1294428323659642	0.102686873472545	0.12036771590583313	0.09136296932414134	0.09022415251003409
ACY1	0.1364495995155735	0.11121121658923094	0.12184651045920267	0.11397871382684462	0.10981217135509623	0.1108997781340072	0.1014068780165983	0.11098164497987113	0.08341348712357546
ACY3	0.1440086576039519	0.117762457451331	0.11126566910647964	0.10411757608709149	0.0875590304377976	0.10231532515866151	0.09711610147536023	0.11683410388563269	0.11902107879369392
ACYP1	0.10871175693169559	0.08669338289860948	0.10902113677554978	0.12509917186874286	0.08740346189875661	0.10405228134435221	0.12263366058210548	0.10553000403312213	0.15085514366706582
ACYP2	0.11095769895226136	0.10757043859354655	0.11157893718959427	0.11422579519639435	0.11408118881783291	0.11245947750844748	0.11718882441749011	0.08735371533246866	0.12458392399196432
ADA	0.10946208238611008	0.10588063630180207	0.09573706384906021	0.10174745105176035	0.10309666064894629	0.11050600218936019	0.14096780236085577	0.11109196107233503	0.12151034013977002
ADA2	0.12456064608814128	0.11764495309615443	0.11314981829764945	0.10938414616661847	0.10679008980998439	0.10237408476460287	0.11108944195381001	0.11143920490399903	0.10356761491904005
ADAL	0.10217051016920901	0.09823754550000309	0.1251247197130656	0.11062909197554589	0.16505886667623748	0.10604020190450623	0.1107792303711797	0.08356255305852618	0.09839728063172677
ADAM10	0.09745861997327951	0.09197626113240552	0.1144318859268691	0.10117924492628849	0.10642358905908061	0.10830708161068278	0.12412317250574931	0.11015369251703055	0.14594645234861411
ADAMTSL4	0.08678034199799914	0.08912159050282788	0.10403663252551673	0.1371459261894714	0.12532780588749587	0.10662610814576018	0.11856671258389266	0.12743679186115178	0.10495809030588428
ADAR	0.09891599877970195	0.1101498026671782	0.10145862366049538	0.11999240892409585	0.10540519004047239	0.12721119171354273	0.11125329399900043	0.09384103668609887	0.13177245352941422
ADCK1	0.08073907398265358	0.10856283145089222	0.11203781016948995	0.12761249259119567	0.1303420547774066	0.11184600408445539	0.09902130699148452	0.09370530193742245	0.13613312401499966
ADCK5	0.09946668669624455	0.10397542393726825	0.11481455034493233	0.1605908426799473	0.10934653460835045	0.09226195186330202	0.11484549790931775	0.11918894316588742	0.08550956879474987
ADD1	0.11536046804309881	0.11989986796388326	0.10400990072894817	0.08996896375935613	0.11355080317136199	0.1258017484305034	0.11418863211528671	0.12903982802058084	0.08817978776698063
ADD3	0.13311149465908712	0.12498906045111245	0.11060251125476547	0.09278583054619655	0.11005912748777512	0.11256944349405298	0.11309451750062045	0.10661867397867932	0.09616934062771057
ADGRE5	0.1151479098435218	0.10392569176332325	0.11241430713626398	0.13558640116960363	0.07816543570245342	0.15809450604790606	0.100845644772558	0.12224031990661714	0.07357978365775279
ADGRL2	0.12673099252285336	0.11981449020761825	0.10682873786644986	0.10982162264492755	0.10957664380779189	0.09515757976910678	0.1492033399525997	0.10718896301220042	0.07567763021645216
ADH1A	0.13179105551490528	0.11522869632634598	0.10017354503010543	0.09965735419248717	0.09813281888935603	0.10487451914125208	0.11525047361379781	0.0887171966403781	0.14617434065137208
ADH1B	0.1278368748110885	0.11350210811084602	0.1114954339986982	0.09794737345683538	0.10705229566593373	0.10269564703845824	0.10521879934836534	0.10492330796527179	0.1293281596045029
ADH1C	0.12408844241800619	0.11186734908500309	0.1159419758490903	0.11872048692014761	0.11391746144260155	0.1123553045852053	0.10159658377730932	0.09911664948464267	0.10239574643799394
ADH4	0.14686773315167542	0.1031013532414967	0.09797644499926221	0.133750797848949	0.07957254307024497	0.08570615713324771	0.12513323057562784	0.06928742994387106	0.15860431003562506
ADH5	0.12883170541159278	0.11135283451109686	0.11053528803140177	0.10961568468921698	0.10544422745361186	0.09994963271441376	0.11180631366926302	0.09434680136084293	0.12811751215856002
ADH6	0.14076728366381575	0.11124219271143755	0.10268565657938529	0.10482230941542812	0.09033528048075394	0.09179635787249897	0.10049598267575634	0.08846910545855084	0.16938583114237318
ADHFE1	0.10169970819754158	0.10250863488622992	0.1047272337943744	0.22049985206098832	0.09848874024784847	0.0936493839542629	0.10633197739359822	0.07885786236269327	0.0932366071024629
ADI1	0.1641244702164147	0.10599884992699686	0.10356934418607601	0.14723489359091152	0.09854979388498211	0.08957175279783905	0.10013641242297448	0.08527729033469106	0.10553719263911415
ADIPOQ	0.119505497911451	0.11298528106170198	0.11666997564536767	0.0936707342592364	0.07560082585826489	0.10002540149981799	0.11201262393863098	0.13848819005986784	0.13104146976566133
ADIRF	0.06341689424592402	0.12152339497787387	0.125833833193348	0.13257950263716223	0.11885931144608142	0.1395945773872228	0.10676248683423185	0.052167208166822625	0.1392627911113331
ADK	0.1324660366423185	0.12020184382166295	0.11067905091784852	0.10611590795836329	0.11094410256439001	0.10983875036894127	0.1054904286633114	0.10180900353703523	0.10245487552612884
ADNP	0.10994711242921573	0.09855686886378212	0.12265060855918339	0.11765490210836384	0.11497736848954171	0.11467062807291029	0.10158272646122406	0.09644199011412993	0.12351779490164891
ADPGK	0.10041036366706688	0.10033035686384578	0.09656471417814418	0.10483021599619802	0.12086581580875644	0.12605846860284994	0.11720023219817763	0.11733643596572685	0.11640339671923425
