Protein.Group	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Genes
Q9H488	0.8027419504774347	0.49698140632578464	1.1085024946290847	15.818466053921048	5.228274495056627	1.439500063013008e-6	1.2571633883646935e-4	5.057107003119896	POFUT1
Q00341	-0.3692416313312909	-0.5160268140804384	-0.2224564485821434	21.192168722230342	-4.988610702037125	2.4595664429715283e-6	2.0943208261902564e-4	4.419033841662388	HDLBP
P07237	0.3713799582275926	0.22166129046382813	0.5210986259913571	24.723352727240002	4.919190937571698	3.2818127667286525e-6	2.726305922799461e-4	4.144309225720615	P4HB
P55157	0.3313284105874519	0.1973441172831104	0.46531270389179336	22.87917014257498	4.9040620676004565	3.49367521291865e-6	2.833204232190696e-4	4.084750146168561	MTTP
P0C0L5	0.343836851638521	0.20380558877145186	0.4838681145055902	21.210567207364864	4.86943515624302	4.0298715112888245e-6	3.1920331087092405e-4	3.9488572938046467	C4B_2
O95168	-0.4831685117260717	-0.6808535572042738	-0.28548346624786963	17.887948294107375	-4.847591361806968	4.4560069856266185e-6	3.4493544984191506e-4	3.858829587790879	NDUFB4
P00747	0.8736671813769894	0.5134938787200631	1.2338404840339157	18.105155142303825	4.812733790800015	5.308699524481278e-6	4.0180956845296074e-4	3.7050612712578586	PLG
P47897	-0.3081083631758311	-0.43628326671480777	-0.17993345963685445	18.572169608342293	-4.767620560199506	6.174438650603932e-6	4.57176913999065e-4	3.5464174389940357	QARS1
P19652	0.673780678759052	0.3926868485820789	0.9548745089360251	17.636443700351013	4.754659844690901	6.5747025036488994e-6	4.7645610058357765e-4	3.4937769351241172	ORM2
Q02878	-0.28010813645558097	-0.39846110321732153	-0.1617551696938404	22.006439321118382	-4.693509985998723	8.250715579528174e-6	5.854570263306866e-4	3.2677931504313396	RPL6
P14314	0.3259837131370638	0.18784219802706711	0.4641252282470605	21.01618428651993	4.679752212130097	8.720718800644267e-6	6.061789435713137e-4	3.215205017442212	PRKCSH
O75936	-0.39190745081673595	-0.5618259966262495	-0.22198890500722235	19.83289765026956	-4.5739762840957345	1.3309750111470568e-5	9.066601775933752e-4	2.8142322656400136	BBOX1
P09871	0.4544810032574972	0.25712589350567394	0.6518361130093204	15.669953356318691	4.576023824418451	1.535403085024752e-5	0.0010056890206912126	2.7506288340239315	C1S
Q9NUI1	0.5081539885692855	0.28659256818799683	0.7297154089505742	19.649559718756283	4.548858154410572	1.483124544861441e-5	9.904945489800133e-4	2.715023045817947	DECR2
P30533	0.4748548876544766	0.26709219838863024	0.6826175769203229	15.961433285576252	4.544631319132233	1.8163200280869612e-5	0.001145627039937813	2.610402946684564	LRPAP1
Q9P2E9	-0.3852249897222858	-0.5547011914341345	-0.21574878801043706	23.248236862185554	-4.507719682092419	1.7295354220830137e-5	0.001111471254266933	2.5661375296666087	RRBP1
P02774	0.7584595519920759	0.4249517148313793	1.0919673891527726	16.455145429488674	4.5227966575510665	1.9979570339152543e-5	0.0012151860102705993	2.5350009003292335	GC
Q9UMX5	0.6898240627275519	0.3888038560307203	0.9908442694243835	16.253001451973855	4.586193675349672	2.424144195073608e-5	0.0013622629808390547	2.481525847097272	NENF
P02792	-0.5237993200573914	-0.7557318709822576	-0.2918667691325252	23.362691368577778	-4.478724996250477	1.938217706134174e-5	0.0012002853649259993	2.4583252274523524	FTL
P63173	-0.34369203277491195	-0.49710563944351566	-0.19027842610630824	18.232537183406148	-4.443311709203203	2.244128446809521e-5	0.0013409651736549523	2.325626945784281	RPL38
P11226	0.676770892501039	0.37388359327688314	0.9796581917251947	19.74896420764988	4.43490010853111	2.4397546045561462e-5	0.0013622629808390547	2.269364600902466	MBL2
P27169	0.4595897061035477	0.25352712072883865	0.6656522914782568	19.97856673340378	4.423564303704192	2.423382562328573e-5	0.0013622629808390547	2.250410080828921	PON1
Q9P0J0	-0.36772748782521847	-0.5326417848059105	-0.20281319084452643	18.86936217579591	-4.42251162883963	2.433316310302612e-5	0.0013622629808390547	2.2491416961952613	NDUFA13
P52294	-0.694993682801148	-1.004676323032042	-0.38531104257025406	14.256860307988962	-4.498262198199323	3.6235335600919736e-5	0.0019283992665114472	2.1175283305473602	KPNA1
P24534	-0.3493886562464549	-0.5081885036148389	-0.19058880887807086	19.658464982842553	-4.364263181376817	3.072123887249851e-5	0.0016814520339912943	2.032709001862176	EEF1B2
P62269	-0.285730943669973	-0.415780053766329	-0.15568183357361698	20.516850278279037	-4.357135456545337	3.110143222003862e-5	0.0016814520339912943	2.01132658771229	RPS18
P07360	1.570591970134763	0.8585168718380042	2.282667068431522	17.222416403909822	4.4042462615359295	4.009730833134127e-5	0.0020692641238870967	1.964460753693011	C8G
P62701	-0.22776764869417268	-0.33270273733511235	-0.12283256005323298	21.269756428492666	-4.304497656156478	3.8073977173291305e-5	0.0019950764038804644	1.820420713269689	RPS4X
P51970	-0.4952147363800649	-0.7239854449857972	-0.26644402777433257	14.959256789970102	-4.305006620324986	4.51606189789411e-5	0.002192352989327514	1.7558592261996564	NDUFA8
Q14032	0.4184821666122651	0.224580907824931	0.6123834253995992	22.05355722952379	4.280036748843985	4.1805103490299145e-5	0.0021198013324578375	1.7322512307699949	BAAT
P29692	-0.2965365890180665	-0.4339949147179687	-0.15907826331816435	20.60559037795068	-4.2786664767010265	4.232134192810715e-5	0.0021198013324578375	1.7239344366599365	EEF1D
P04179	0.35256341132790936	0.1888662930050246	0.516260529650794	21.32946026424487	4.271175102651332	4.324174080395288e-5	0.0021345125967864274	1.7003953091558834	SOD2
P46776	-0.31519952475756785	-0.46204797635092965	-0.16835107316420608	20.28358580994129	-4.256644229509411	4.5700840352981056e-5	0.002192352989327514	1.648258912350025	RPL27A
P19404	-0.31622806499498357	-0.4652052283126681	-0.16725090167729909	19.349646962384305	-4.209998164339796	5.490216246288125e-5	0.002597177296507966	1.4787163551548783	NDUFV2
O75489	-0.37321328184472313	-0.5517775802615005	-0.19464898342794576	19.730918862801857	-4.144895923557231	6.965614232148085e-5	0.003249983845848819	1.251477659725765	NDUFS3
P10606	-0.32292769040341635	-0.4779668967305055	-0.1678884840763272	21.232847932843228	-4.130616931801646	7.347316128607677e-5	0.003381751180275371	1.201315391807631	COX5B
P04004	0.4238031419582903	0.21989120836361098	0.6277150755529696	18.75903838086766	4.122139887194387	7.630532541195232e-5	0.0034652791780414613	1.1690323478804299	VTN
P05543	1.2891837647508224	0.6588327694538223	1.9195347600478225	13.380464634874098	4.117741532995154	1.5896189635013309e-4	0.006445526416292302	0.8351799605520389	SERPINA7
Q00688	-0.26435697593786156	-0.39499170833561614	-0.133722243540107	19.31553149185124	-4.013592825445947	1.1391300648127323e-4	0.005105101316779166	0.7929923545765467	FKBP3
Q16795	-0.3252090299518314	-0.48661396193447637	-0.16380409796918638	18.591123169791945	-3.9981335940235323	1.2338881484493636e-4	0.00545795199171238	0.7367491821009118	NDUFA9
P61313	-0.2499869274682794	-0.37438555385791644	-0.12558830107864238	20.47886385392793	-3.9852253552644106	1.2565111114779413e-4	0.00548676518678701	0.6976413097041041	RPL15
P02766	0.593318006585789	0.2959744323833154	0.8906615807882627	18.208585496202776	3.9575842395256995	1.397055731115237e-4	0.006023255468580377	0.6021208027003615	TTR
P46781	-0.24530260348679092	-0.3685599461916561	-0.12204526078192576	22.052144032078022	-3.946758272117278	1.445217980922522e-4	0.006153015553777638	0.5665745412483298	RPS9
Q7KZF4	-0.2768017100416213	-0.4160105842254691	-0.1375928358577735	21.706813071826197	-3.9432382552962233	1.4637777870952682e-4	0.006155095238082078	0.554627478604476	SND1
O75795	-1.1077085668482596	-1.6635448233598862	-0.551872310336633	18.448395850506984	-3.997915863905768	2.0042573978280043e-4	0.007585000774446869	0.5514814790000848	UGT2B17
O00483	-0.38162872262493425	-0.5738687650460849	-0.1893886802037836	20.070103589717775	-3.9368454959963524	0.00014980682448122323	0.006222463953451785	0.5329502352471662	NDUFA4
P19827	0.39288628730010855	0.19489748253200742	0.5908750920682097	17.671563302917548	3.9362117167884216	1.5176501268823216e-4	0.00622785100260384	0.5304229729659964	ITIH1
P05546	0.5040139009438614	0.24930549804182167	0.7587223038459012	16.275785697952585	3.929154209147762	1.6311035876446857e-4	0.006535928022962117	0.4989546123006683	SERPIND1
P01024	0.3065513089317061	0.15050035397825884	0.4626022638851534	22.19317225616432	3.89572161574669	1.737692419716537e-4	0.006882070211109912	0.394122447781978	C3
Q9UI32	-0.4234230624529553	-0.639497035153677	-0.20734908975223368	19.055980261397195	-3.8875528018590093	1.817427165189294e-4	0.007115122901879006	0.3644201567477836	GLS2
O95479	0.39264774521902807	0.19126766368580567	0.5940278267522505	20.391951739013614	3.867121274724524	1.9350766758449408e-4	0.007489626315827122	0.2998730405945631	H6PD
Q16718	-0.3676532815483187	-0.556323209713061	-0.17898335338357646	17.26382825979932	-3.8658056044365057	1.9641944248595467e-4	0.007516905855136647	0.2900607034482565	NDUFA5
Q15424	-0.4919874719572262	-0.7449460281526418	-0.23902891576181062	17.65397989882155	-3.8686778622347195	2.1755190231855133e-4	0.008054149774967236	0.28700075374564094	SAFB
P28331	-0.3103004957722311	-0.4705138752225828	-0.15008711632187943	19.9431117485629	-3.840916439993759	2.1143347961800877e-4	0.007913653094274043	0.21078815053036504	NDUFS1
P15880	-0.23277811840018048	-0.35339783058012453	-0.11215840622023643	20.104780198358096	-3.8271460546498064	2.220539425488287e-4	0.008132427186250651	0.16502757803528123	RPS2
P61247	-0.23658595518399933	-0.35939783298108763	-0.113774077386911	19.98984135358734	-3.8212090714511855	2.2898896003013762e-4	0.008221493187345793	0.14617173949412443	RPS3A
P62913	-0.3235626001523613	-0.49162221113925153	-0.15550298916547112	19.078757296089908	-3.8180897570271912	2.2931352107981515e-4	0.008221493187345793	0.13499942254011632	RPL11
P30101	0.26148810785083654	0.12389310522630234	0.3990831104753707	23.544502953969463	3.7687771016337406	2.729770072033797e-4	0.009684996734736575	-0.027570281549839315	PDIA3
P16455	-0.6452850980584933	-0.9884214320709459	-0.30214876404604074	16.632056741137227	-3.774314261580796	4.1567749472375733e-4	0.013613437952203053	-0.11759486794909702	MGMT
P62424	-0.2417028162914278	-0.3699515816850397	-0.11345405089781593	21.4662266614622	-3.737486982349017	3.0466589485210645e-4	0.010697856060477058	-0.12989816421194522	RPL7A
O75153	-0.2822450730098306	-0.4325853880611221	-0.13190475795853904	17.150899113241028	-3.72394386630901	3.2227521394638476e-4	0.011200707945932515	-0.17576084106202483	CLUH
Q8NBK3	0.6080179796948522	0.2805004098185266	0.9355355495711777	13.880772131849634	3.721025011933802	4.703680014496213e-4	0.015113900122051039	-0.2142461560940072	SUMF1
P49207	-0.26576961436891194	-0.40792680696878225	-0.12361242176904166	20.051010062958575	-3.707555483535325	3.382256226980806e-4	0.011636327988986488	-0.22717749521837582	RPL34
O00757	-0.29576491643206354	-0.4544502143565493	-0.1370796185075778	19.527814129301433	-3.6966740743764417	3.527771764099976e-4	0.012015590628524518	-0.26306662585446006	FBP2
O75306	-0.32633526175758243	-0.501718681846029	-0.1509518416691359	17.844425076463985	-3.692685004665808	3.658258471146085e-4	0.012336661735369868	-0.27378842799756065	NDUFS2
Q9BY43	-0.4189297264332305	-0.646296516937471	-0.19156293592899	14.368777738986607	-3.670035014379589	4.494744437687811e-4	0.014580094814061603	-0.3380577152184481	CHMP4A
Q08426	0.49573794681566385	0.22801924312310973	0.763456650508218	24.61045367239294	3.672185582575584	3.824066317271897e-4	0.012769382231988315	-0.3413635335674643	EHHADH
P62906	-0.2491167375708412	-0.38451122538790594	-0.11372224975377651	20.79687731857401	-3.6488255052001968	4.1452909041193636e-4	0.013613437952203053	-0.4163184469600951	RPL10A
Q92575	0.35118689353647303	0.1580300287798254	0.5443437582931206	16.14509647003453	3.610172752494602	4.940844612292884e-4	0.015727585747167816	-0.5332707335731932	UBXN4
Q9UI09	-0.44054930888839433	-0.6835247107795112	-0.19757390699727748	16.661504838132	-3.6085563455549936	5.361758421013352e-4	0.01616119396634644	-0.5430813955999749	NDUFA12
P40763	-0.27395471610595395	-0.42516983145991405	-0.12273960075199386	17.14206865399323	-3.5945200646016335	5.073890832089106e-4	0.01594928817297974	-0.5894406073821568	STAT3
P23396	-0.2108679278660887	-0.32743794312096797	-0.09429791261120944	21.28778887042271	-3.587359063700287	5.117040961197729e-4	0.01594928817297974	-0.61178378261015	RPS3
P67809	-0.24901637467595755	-0.38682443308743775	-0.11120831626447739	19.810967019226556	-3.5838884914565234	5.197800901939963e-4	0.01594928817297974	-0.6229959677804802	YBX1
P62263	-0.2912840582028758	-0.45250505825932286	-0.13006305814642874	19.62503736678446	-3.5829956157808582	5.193649113257952e-4	0.01594928817297974	-0.6255620964770046	RPS14
P62917	-0.27490263596574877	-0.42738554888748703	-0.12241972304401053	20.265861103212366	-3.5752704159274984	5.331945097374321e-4	0.01616119396634644	-0.6499238103503853	RPL8
P43251	0.6379535869024349	0.2795822408751715	0.9963249329296983	15.530661305427872	3.551674484837955	6.972271003263747e-4	0.01946520904681666	-0.6728985213881344	BTD
Q9Y6M9	-0.3883217964389134	-0.604447252943596	-0.17219633993423084	17.984858334308182	-3.5640029677598903	5.582176834275834e-4	0.016588455551099404	-0.6852467324925238	NDUFB9
P35558	-0.4340848716050082	-0.6757958323964415	-0.19237391081357497	19.877718951303542	-3.561881789835693	5.60091717080573e-4	0.016588455551099404	-0.6925415902956171	PCK1
P35218	-0.40917040126836396	-0.6399986773699134	-0.1783421251668145	16.108343114775064	-3.538561352498181	7.387828140017871e-4	0.02041467850840406	-0.7521386325849564	CA5A
P11021	0.2585474238571854	0.11338235073346314	0.4037124969809076	24.170635745229912	3.5320695652918515	6.171730438472735e-4	0.01812147747710184	-0.7854051645578695	HSPA5
P25398	-0.28206310320469835	-0.4410338711486633	-0.12309233526073338	17.116880140396397	-3.520354049014923	6.516132349943104e-4	0.018650375448660682	-0.8218652412769778	RPS12
P51659	0.41967117316744523	0.18305665229388107	0.6562856940410093	24.319522027379417	3.5173769753465076	6.484745780828666e-4	0.018650375448660682	-0.8311894095795216	HSD17B4
P63244	-0.2258273378654739	-0.35317780438825797	-0.09847687134268981	20.71211217756656	-3.5166337967781027	6.500970068861957e-4	0.018650375448660682	-0.8335012959952159	RACK1
O15091	0.5299505966974215	0.2281585026129364	0.8317426907819065	12.684565150064902	3.531485423169751	9.295879717152029e-4	0.024544004896604507	-0.8394690694112033	PRORP
P53618	-0.24370915772915575	-0.38135927016603355	-0.10605904529227797	19.13199656209523	-3.5123640794091324	6.667488682884206e-4	0.01881271848223946	-0.8438146507678805	COPB1
P51452	-0.24204765985954826	-0.37883988650843914	-0.10525543321065742	18.253606934070234	-3.5094629817185092	6.683320423813784e-4	0.01881271848223946	-0.8525327209738709	DUSP3
P62753	-0.21693489627496917	-0.34067717471868797	-0.09319261783125041	19.869031021881284	-3.476662082494013	7.432237624903416e-4	0.02041467850840406	-0.9572808954586147	RPS6
P29622	0.47479782275325105	0.20103974542029002	0.7485559000862121	16.0296523887289	3.4546005484829005	9.068347043597641e-4	0.0241303047113231	-0.9843911796348408	SERPINA4
P26373	-0.1999030660455588	-0.3142677197404367	-0.08553841235068088	22.136355985035337	-3.4664010446115725	7.690825972738507e-4	0.020955962610517884	-0.9888765593331916	RPL13
Q92604	0.36043268350601043	0.15221611988773373	0.5686492471242871	15.228247411690905	3.4432359873913714	9.050607053974526e-4	0.0241303047113231	-1.0346029559858874	LPGAT1
Q6DD88	0.3923573281056536	0.16594915012422246	0.6187655060870847	17.00989875203724	3.441524900155902	8.697703678396897e-4	0.023511411689380816	-1.0492615027150398	ATL3
Q8IXM2	-0.5507853609164575	-0.8746887593923653	-0.22688196244054964	14.70796599650959	-3.4043603617843243	0.0012134764355917435	0.030168618537412248	-1.142492661030392	BAP18
Q8N684	-0.5095627547258409	-0.8073527651860846	-0.21177274426559717	16.720203571659003	-3.4055622849055354	0.001037255304745759	0.02676433006033375	-1.1487869040346466	CPSF7
Q99943	0.4518311951761932	0.18451989547659386	0.7191424948757925	13.49898934213303	3.4011970311426163	0.0013858858323105828	0.03289056111168596	-1.1703073848818892	AGPAT1
P49821	-0.27421374214740896	-0.43405518229015483	-0.11437230200466311	19.551741497108136	-3.40252267575251	9.531669982750086e-4	0.024972975354805225	-1.1835531354486344	NDUFV1
Q8N142	-0.6734534966431803	-1.0706299805314536	-0.27627701275490696	17.298324356927974	-3.380452978598267	0.0011749755600837903	0.029644198204780668	-1.211143579014518	ADSS1
P40261	-0.380692611467286	-0.6039353495075477	-0.15744987342702427	19.138866548162206	-3.382589684519763	0.0010208049108395847	0.026540927681829203	-1.2436998014010854	NNMT
Q9NZP8	0.5902086130154397	0.2375849992406352	0.9428322267902443	13.578435231415662	3.3484999633125865	0.0014127613496668445	0.03289056111168596	-1.2658656855535497	C1RL
P07357	0.6716119068112536	0.27021083984702743	1.0730129737754797	15.743562908399896	3.343990716707644	0.0013985929069459898	0.03289056111168596	-1.308347268265866	C8A
Q9UJ83	0.3988739551646096	0.16190780544939878	0.6358401048798205	17.969628784872178	3.341413538624707	0.0011904418336207488	0.029813565333178457	-1.3530215381273765	HACL1
Q9P0Z9	0.43078116459066124	0.1753550947009881	0.6862072344803344	21.981106802592954	3.344588219706963	0.0011482473209246697	0.029405491541875377	-1.35829436888063	PIPOX
Q9NQ94	-0.2823161590217804	-0.4499846006590215	-0.11464771738453933	18.23248390590562	-3.3399242828677767	0.001172885326133567	0.029644198204780668	-1.3710103560920208	A1CF
Q8IUZ5	0.3250527880375515	0.13138838583575574	0.5187171902393473	16.1271721395744	3.330971293855843	0.0012228600198144275	0.030181603097738697	-1.3809102075637618	PHYKPL
Q86U10	-0.39464055215281496	-0.6304721341846348	-0.15880897012099515	16.391878762043017	-3.322764622033248	0.0012728334301872314	0.031188997577105828	-1.4079054240855315	ASPG
O75694	-0.4421564632946301	-0.7084678735106429	-0.1758450530786173	15.022883221896013	-3.3108747625098878	0.0014677346971024184	0.03355103609618011	-1.417977241219682	NUP155
Q9Y2B0	0.3961254971572982	0.15845972686524856	0.6337912674493479	16.779813423639045	3.31197520871207	0.0013420584573052815	0.032190500743533725	-1.4270614815909148	CNPY2
Q9NTX5	-0.23380519261357163	-0.37394846897775674	-0.09366191624938652	19.092042972419613	-3.308514608999127	0.0012905402584121488	0.03139700085822699	-1.4656652720866061	ECHDC1
Q86UB9	0.5024106199869915	0.19697332470767048	0.8078479152663126	14.19120878060846	3.280146913765738	0.0016134172956369461	0.035453543928641536	-1.478775233299289	TMEM135
Q04637	-0.18509380650215926	-0.29624319609829425	-0.07394441690602425	19.25906453742119	-3.30282833188514	0.001318236364445842	0.03184335501633006	-1.4816983184850665	EIF4G1
O95182	-0.3871565240976701	-0.6206395091526724	-0.15367353904266784	15.849307554866398	-3.2954968991092235	0.0014195280338866222	0.03289056111168596	-1.4819902635822295	NDUFA7
O14734	0.35041338648745357	0.13900667456623847	0.5618200984086686	16.230085779578737	3.2931819896364645	0.0014191086396628807	0.03289056111168596	-1.4880037292330597	ACOT8
B7ZW38;P0DMR1;O60812	-0.9964358594750492	-1.6095200471537328	-0.38335167179636565	16.3049602971378	-3.2743210792751776	0.002052022132247179	0.042878450198980934	-1.4917727318841	HNRNPCL1;HNRNPCL3;HNRNPCL4
Q9BRP8	-0.2955589546664893	-0.47420388851928763	-0.11691402081369098	16.59393790291977	-3.287564895292387	0.0014500018470950903	0.03336963710274241	-1.5043640337390238	PYM1
P20711	0.36036516351496606	0.14129274520386495	0.5794375818260672	15.555556726304118	3.2692238685020008	0.0015421808155701331	0.03478587985319121	-1.549000520098426	DDC
Q08830	0.8944046101268884	0.34476000104654725	1.4440492192072296	15.924664957720305	3.2474670102176675	0.0018142098755296423	0.03910885339274659	-1.570823582224281	FGL1
Q6ZUJ8	0.2957756019624402	0.11587878793654247	0.47567241598833787	16.91132935986918	3.262498957748624	0.0015177735734007128	0.034463578606685516	-1.5885256862812422	PIK3AP1
Q96EP5	-0.5838414105280267	-0.9401471562413922	-0.22753566481466125	16.435971778799907	-3.255561350126586	0.0015980756410294925	0.035453543928641536	-1.592640475476074	DAZAP1
Q14764	0.4099950501010554	0.16000301534093264	0.6599870848611782	17.335106434552255	3.254347677420382	0.001557605905964573	0.03490266918233773	-1.6117541652680645	MVP
Q8TEB1	-0.2991842736661002	-0.48215866226487714	-0.11620988506732319	16.81426567098948	-3.2501863382757645	0.0016433476401299925	0.03587975680950484	-1.611964924722864	DCAF11
Q9P0M6	-0.76128626919373	-1.2283737904650702	-0.29419874792238965	16.346610199133394	-3.2437771319512505	0.001725195380488178	0.037426850101546075	-1.6193895456669782	MACROH2A2
P18124	-0.2181398746051885	-0.35164173474099997	-0.08463801446937702	20.383902002554027	-3.2404021609008304	0.00160526298182568	0.035453543928641536	-1.665833554455041	RPL7
Q9HBH1	0.8605048100468105	0.31801043444108845	1.4029991856525323	16.934835269587357	3.189979950092972	0.002518582674791919	0.04901881480195015	-1.6698290481112563	PDF
Q96HA9	0.3949070252796212	0.15035441066236074	0.6394596398968816	15.715619941273555	3.2088060406593653	0.0018563415124543694	0.03951686994637239	-1.7237801789291298	PEX11G
Q9HCN8	0.30476559636318823	0.11510707927696029	0.49442411344941617	15.826565191600894	3.190754727921748	0.001931774251104202	0.04086722421901187	-1.7928838421501725	SDF2L1
