geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa04911	Insulin secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04911+23236+5578+54795+2778+6514+6513+5579	-0.45723264927325136	-1.381048822469193	0.09941520467836257	0.3931067401859929	21	./Project_wg_result1733327946_GSEA/hsa04911.png	7	23236;5578;54795;2778;6514;6513;5579	GNAS;PLCB1;PRKCA;PRKCB;SLC2A1;SLC2A2;TRPM4
hsa04976	Bile secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04976+10864+2052+10599+6522+6256+64240+10998+2778+57552+8671+1576+54659+366+54658+8647+1244+28234+6513	-0.39600224490408653	-1.4129674079002439	0.06666666666666667	0.3949194853647162	44	./Project_wg_result1733327946_GSEA/hsa04976.png	18	10864;2052;10599;6522;6256;64240;10998;2778;57552;8671;1576;54659;366;54658;8647;1244;28234;6513	ABCB11;ABCC2;ABCG5;AQP9;CYP3A4;EPHX1;GNAS;NCEH1;RXRA;SLC22A7;SLC27A5;SLC2A1;SLC4A2;SLC4A4;SLCO1B1;SLCO1B3;UGT1A1;UGT1A3
hsa00140	Steroid hormone biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00140+51170+1109+8630+1576+54659+54658+6718+1543+1544+1571+1577	-0.3994861377162892	-1.3618512783080217	0.09364548494983277	0.4040011948414549	36	./Project_wg_result1733327946_GSEA/hsa00140.png	11	51170;1109;8630;1576;54659;54658;6718;1543;1544;1571;1577	AKR1C4;AKR1D1;CYP1A1;CYP1A2;CYP2E1;CYP3A4;CYP3A5;HSD17B11;HSD17B6;UGT1A1;UGT1A3
hsa01230	Biosynthesis of amino acids	http://www.kegg.jp/kegg-bin/show_pathway?hsa01230+2875+6470+84076+2752+2026+5053+4143+1491+2027+445+162417	-0.3556266002393971	-1.3828002522673968	0.05741626794258373	0.4050858296985159	59	./Project_wg_result1733327946_GSEA/hsa01230.png	11	2875;6470;84076;2752;2026;5053;4143;1491;2027;445;162417	ASS1;CTH;ENO2;ENO3;GLUL;GPT;MAT1A;NAGS;PAH;SHMT1;TKTL2
hsa03018	RNA degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa03018+23517+23644+4848+22803+26986+5393+27257+8761+9125+11157+80349+5394+4849+23016+51013+2026+118460+2027+10200+11340	-0.38128254636591313	-1.391042580587215	0.06844106463878327	0.40591488265413833	50	./Project_wg_result1733327946_GSEA/hsa03018.png	20	23517;23644;4848;22803;26986;5393;27257;8761;9125;11157;80349;5394;4849;23016;51013;2026;118460;2027;10200;11340	CNOT2;CNOT3;CNOT9;EDC4;ENO2;ENO3;EXOSC1;EXOSC10;EXOSC6;EXOSC7;EXOSC8;EXOSC9;LSM1;LSM6;MPHOSPH6;MTREX;PABPC1;PABPC4;SKIC8;XRN2
hsa04972	Pancreatic secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04972+6522+23236+5578+490+2778+5906+8671+387+5579	-0.4489453945305597	-1.41480974064172	0.07738095238095238	0.41084170027158257	25	./Project_wg_result1733327946_GSEA/hsa04972.png	9	6522;23236;5578;490;2778;5906;8671;387;5579	ATP2B1;GNAS;PLCB1;PRKCA;PRKCB;RAP1A;RHOA;SLC4A2;SLC4A4
hsa00980	Metabolism of xenobiotics by cytochrome P450	http://www.kegg.jp/kegg-bin/show_pathway?hsa00980+125+2939+124+1576+54659+653689+54658+1565+130+127+1543+1544+1571+1577	-0.3602763812262506	-1.3629635290104423	0.047058823529411764	0.4169251660198907	55	./Project_wg_result1733327946_GSEA/hsa00980.png	14	125;2939;124;1576;54659;653689;54658;1565;130;127;1543;1544;1571;1577	ADH1A;ADH1B;ADH4;ADH6;CYP1A1;CYP1A2;CYP2D6;CYP2E1;CYP3A4;CYP3A5;GSTA2;GSTT2B;UGT1A1;UGT1A3
hsa03420	Nucleotide excision repair	http://www.kegg.jp/kegg-bin/show_pathway?hsa03420+1642+5430+5111+5983+7508+8450+2073+6118+5886+2968	-0.4762194740386375	-1.5459624906889728	0.046296296296296294	0.427155058111358	28	./Project_wg_result1733327946_GSEA/hsa03420.png	10	1642;5430;5111;5983;7508;8450;2073;6118;5886;2968	CUL4B;DDB1;ERCC5;GTF2H4;PCNA;POLR2A;RAD23A;RFC3;RPA2;XPC
hsa05202	Transcriptional misregulation in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05202+6256+4353+1050+8148+1051+6667+2130+4318+55589+3248+472	-0.42198976078945694	-1.4159711564721345	0.058823529411764705	0.4291427172985546	32	./Project_wg_result1733327946_GSEA/hsa05202.png	11	6256;4353;1050;8148;1051;6667;2130;4318;55589;3248;472	ATM;BMP2K;CEBPA;CEBPB;EWSR1;HPGD;MMP9;MPO;RXRA;SP1;TAF15
hsa04918	Thyroid hormone synthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04918+6906+2882+7276+468+3309+2878+213+7184+2877+9601	0.5729986347235259	1.6155584125787066	0.01911764705882353	0.4372476786435204	29	./Project_wg_result1733327946_GSEA/hsa04918.png	10	6906;2882;7276;468;3309;2878;213;7184;2877;9601	ALB;ATF4;GPX2;GPX3;GPX7;HSP90B1;HSPA5;PDIA4;SERPINA7;TTR
hsa04961	Endocrine and other factor-regulated calcium reabsorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04961+1212+161+23236+5578+490+2778+5579	-0.46328826296520587	-1.444799123356844	0.06497175141242938	0.43867017117932683	23	./Project_wg_result1733327946_GSEA/hsa04961.png	7	1212;161;23236;5578;490;2778;5579	AP2A2;ATP2B1;CLTB;GNAS;PLCB1;PRKCA;PRKCB
hsa03013	Nucleocytoplasmic transport	http://www.kegg.jp/kegg-bin/show_pathway?hsa03013+7919+51068+84305+79023+81929+9775+5976+9972+26019+23279+23165+7175+9631+79902+22916+10762+22985+129401+23511+10189+5411+10921+10250+10284+57510+3838	-0.3560532805770682	-1.432153794595476	0.022099447513812154	0.4418566373138013	79	./Project_wg_result1733327946_GSEA/hsa03013.png	26	7919;51068;84305;79023;81929;9775;5976;9972;26019;23279;23165;7175;9631;79902;22916;10762;22985;129401;23511;10189;5411;10921;10250;10284;57510;3838	ACIN1;ALYREF;DDX39B;EIF4A3;KPNA2;NCBP2;NMD3;NUP153;NUP155;NUP160;NUP188;NUP205;NUP35;NUP37;NUP50;NUP85;PNN;PYM1;RNPS1;SAP18;SEH1L;SRRM1;TPR;UPF1;UPF2;XPO5
hsa05143	African trypanosomiasis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05143+3043+5579+3040	-0.5777664018460589	-1.5221490039943155	0.06806282722513089	0.44319191836062877	15	./Project_wg_result1733327946_GSEA/hsa05143.png	3	3043;5579;3040	HBA2;HBB;PRKCB
hsa03250	Viral life cycle	http://www.kegg.jp/kegg-bin/show_pathway?hsa03250+79869+7936+11168+25939+6598+79643+684+8178	-0.4227833787811947	-1.4539266935493373	0.04126984126984127	0.4435560859188544	35	./Project_wg_result1733327946_GSEA/hsa03250.png	8	79869;7936;11168;25939;6598;79643;684;8178	BST2;CHMP6;CPSF7;ELL;NELFE;PSIP1;SAMHD1;SMARCB1
hsa03082	ATP-dependent chromatin remodeling	http://www.kegg.jp/kegg-bin/show_pathway?hsa03082+6605+6603+317772+8295+8110+6599+6598+7528+55929	-0.39636718778587215	-1.315020829971485	0.08191126279863481	0.44444105224314473	32	./Project_wg_result1733327946_GSEA/hsa03082.png	9	6605;6603;317772;8295;8110;6599;6598;7528;55929	DMAP1;DPF3;H2AC21;SMARCB1;SMARCC1;SMARCD2;SMARCE1;TRRAP;YY1
hsa00830	Retinol metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00830+124+8630+1576+54659+1558+54658+130+316+127+1543+1544+1577	-0.4171909144842144	-1.5047172958919195	0.027210884353741496	0.4456086667015809	45	./Project_wg_result1733327946_GSEA/hsa00830.png	12	124;8630;1576;54659;1558;54658;130;316;127;1543;1544;1577	ADH1A;ADH4;ADH6;AOX1;CYP1A1;CYP1A2;CYP2C8;CYP3A4;CYP3A5;HSD17B6;UGT1A1;UGT1A3
hsa00270	Cysteine and methionine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00270+191+84245+92483+635+4143+1491+27232	-0.38378257653153547	-1.3330782263608039	0.09931506849315068	0.4513510057961132	40	./Project_wg_result1733327946_GSEA/hsa00270.png	7	191;84245;92483;635;4143;1491;27232	AHCY;BHMT;CTH;GNMT;LDHAL6B;MAT1A;MRI1
hsa04670	Leukocyte transendothelial migration	http://www.kegg.jp/kegg-bin/show_pathway?hsa04670+9076+2771+10398+2909+81+1500+1499+1495+9475+6494+5578+2773+4301+1535+50848+5906+4318+387+5291+1536+5579	-0.35918060419055037	-1.3183019593863299	0.09016393442622951	0.45172962444791925	49	./Project_wg_result1733327946_GSEA/hsa04670.png	21	9076;2771;10398;2909;81;1500;1499;1495;9475;6494;5578;2773;4301;1535;50848;5906;4318;387;5291;1536;5579	ACTN4;AFDN;ARHGAP35;CLDN1;CTNNA1;CTNNB1;CTNND1;CYBA;CYBB;F11R;GNAI2;GNAI3;MMP9;MYL9;PIK3CB;PRKCA;PRKCB;RAP1A;RHOA;ROCK2;SIPA1
hsa00740	Riboflavin metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00740+53+5167	-0.7276081546253083	-1.4159844406201647	0.0915032679738562	0.4529839793706965	5	./Project_wg_result1733327946_GSEA/hsa00740.png	2	53;5167	ACP2;ENPP1
hsa00220	Arginine biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00220+2747+435+2875+2752+27165+445+162417	-0.5132963616170205	-1.4596699441631256	0.09798270893371758	0.46032513490953125	17	./Project_wg_result1733327946_GSEA/hsa00220.png	7	2747;435;2875;2752;27165;445;162417	ASL;ASS1;GLS2;GLUD2;GLUL;GPT;NAGS
hsa04727	GABAergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04727+5578+2773+10243+6539+2752+27165+5579	-0.46769824117967534	-1.3187971607981925	0.13764044943820225	0.46588332448868974	18	./Project_wg_result1733327946_GSEA/hsa04727.png	7	5578;2773;10243;6539;2752;27165;5579	GLS2;GLUL;GNAI3;GPHN;PRKCA;PRKCB;SLC6A12
hsa00982	Drug metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00982+125+1557+2939+124+1576+54659+1558+2328+653689+54658+1565+130+316+127+1544+1571+1577	-0.410732035807987	-1.5499622536351405	0.018656716417910446	0.4706865690066661	54	./Project_wg_result1733327946_GSEA/hsa00982.png	17	125;1557;2939;124;1576;54659;1558;2328;653689;54658;1565;130;316;127;1544;1571;1577	ADH1A;ADH1B;ADH4;ADH6;AOX1;CYP1A2;CYP2C19;CYP2C8;CYP2D6;CYP2E1;CYP3A4;CYP3A5;FMO3;GSTA2;GSTT2B;UGT1A1;UGT1A3
hsa04640	Hematopoietic cell lineage	http://www.kegg.jp/kegg-bin/show_pathway?hsa04640+3122+960+3672+3674+290+4311+948	-0.5039857652507569	-1.4662672425921794	0.0392156862745098	0.47369795458430136	20	./Project_wg_result1733327946_GSEA/hsa04640.png	7	3122;960;3672;3674;290;4311;948	ANPEP;CD36;CD44;HLA-DRA;ITGA1;ITGA2B;MME
hsa05144	Malaria	http://www.kegg.jp/kegg-bin/show_pathway?hsa05144+975+948+3043+3040	-0.6093491195581329	-1.6214096128897804	0.03910614525139665	0.4763311661591639	13	./Project_wg_result1733327946_GSEA/hsa05144.png	4	975;948;3043;3040	CD36;CD81;HBA2;HBB
hsa03440	Homologous recombination	http://www.kegg.jp/kegg-bin/show_pathway?hsa03440+6118+472+11073	-0.6119298914824455	-1.5639651353410156	0.035	0.4916262036046416	13	./Project_wg_result1733327946_GSEA/hsa03440.png	3	6118;472;11073	ATM;RPA2;TOPBP1
hsa03450	Non-homologous end-joining	http://www.kegg.jp/kegg-bin/show_pathway?hsa03450+4361+2547+7518+5591+7520+2237	-0.6427720973932364	-1.4707749997165989	0.09762532981530343	0.4981002935286533	8	./Project_wg_result1733327946_GSEA/hsa03450.png	6	4361;2547;7518;5591;7520;2237	FEN1;MRE11;PRKDC;XRCC4;XRCC5;XRCC6
hsa05340	Primary immunodeficiency	http://www.kegg.jp/kegg-bin/show_pathway?hsa05340+100+326	-0.5454283557670669	-1.2677733770245283	0.21182266009852216	0.5192146549853734	8	./Project_wg_result1733327946_GSEA/hsa05340.png	2	100;326	ADA;AIRE
hsa04928	Parathyroid hormone synthesis, secretion and action	http://www.kegg.jp/kegg-bin/show_pathway?hsa04928+9138+1956+6256+4324+23236+5578+2773+4666+2778+6667+387+5337+5579	-0.37287202183786905	-1.2708460004652613	0.1118421052631579	0.5287637077195293	35	./Project_wg_result1733327946_GSEA/hsa04928.png	13	9138;1956;6256;4324;23236;5578;2773;4666;2778;6667;387;5337;5579	ARHGEF1;EGFR;GNAI3;GNAS;MMP15;NACA;PLCB1;PLD1;PRKCA;PRKCB;RHOA;RXRA;SP1
hsa00970	Aminoacyl-tRNA biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00970+55278+23438+57505+2617+6301+283459+79587+57176+54938+833+5188+51067+16+4677+3376+92935+10667+6897+23395+57038+124454+123263+55157+8565+25973	0.5240370444859358	1.5790615798423853	0.025537634408602152	0.5288298176557664	42	./Project_wg_result1733327946_GSEA/hsa00970.png	25	55278;23438;57505;2617;6301;283459;79587;57176;54938;833;5188;51067;16;4677;3376;92935;10667;6897;23395;57038;124454;123263;55157;8565;25973	AARS1;AARS2;CARS1;CARS2;DARS2;EARS2;FARS2;GARS1;GATB;GATC;HARS2;IARS1;LARS2;MARS2;MTFMT;NARS1;PARS2;QRSL1;RARS2;SARS1;SARS2;TARS1;VARS2;YARS1;YARS2
hsa05150	Staphylococcus aureus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05150+4153+3868+10747+8689+3075+5340+3857+717+1828+3866+3861+720+718+3872+3426+3858+716+629+3689+3880	0.49936604007296137	1.5278832029657932	0.02699055330634278	0.5335447225586507	46	./Project_wg_result1733327946_GSEA/hsa05150.png	20	4153;3868;10747;8689;3075;5340;3857;717;1828;3866;3861;720;718;3872;3426;3858;716;629;3689;3880	C1S;C2;C3;C4A;CFB;CFH;CFI;DSG1;ITGB2;KRT10;KRT14;KRT15;KRT16;KRT17;KRT19;KRT36;KRT9;MASP2;MBL2;PLG
hsa04142	Lysosome	http://www.kegg.jp/kegg-bin/show_pathway?hsa04142+1520+8907+3916+1212+23335+411+2548+53+162+1200+4864+1508+2588+8906+256471+4074+1777+1522+1176+1174+5660+8722+2581+2517+6272+1511+3423	-0.3052791008263968	-1.2266212383714208	0.0918918918918919	0.545165223568344	79	./Project_wg_result1733327946_GSEA/hsa04142.png	27	1520;8907;3916;1212;23335;411;2548;53;162;1200;4864;1508;2588;8906;256471;4074;1777;1522;1176;1174;5660;8722;2581;2517;6272;1511;3423	ACP2;AP1B1;AP1G2;AP1M1;AP1S1;AP3S1;ARSB;CLTB;CTSB;CTSF;CTSG;CTSS;CTSZ;DNASE2;FUCA1;GAA;GALC;GALNS;IDS;LAMP1;M6PR;MFSD8;NPC1;PSAP;SORT1;TPP1;WDR7
hsa05310	Asthma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05310+3125+3122+6037+2207	-0.5470029723503133	-1.2378697977366913	0.26139088729016785	0.545711829844823	8	./Project_wg_result1733327946_GSEA/hsa05310.png	4	3125;3122;6037;2207	FCER1G;HLA-DRA;HLA-DRB3;RNASE3
hsa04971	Gastric acid secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04971+818+54207+4638+817+3710+2771+6522+23236+5578+2773+2778+5579	-0.4002792885186641	-1.2182133207560928	0.17682926829268292	0.5511380302138265	23	./Project_wg_result1733327946_GSEA/hsa04971.png	12	818;54207;4638;817;3710;2771;6522;23236;5578;2773;2778;5579	CAMK2D;CAMK2G;GNAI2;GNAI3;GNAS;ITPR3;KCNK10;MYLK;PLCB1;PRKCA;PRKCB;SLC4A2
hsa03008	Ribosome biogenesis in eukaryotes	http://www.kegg.jp/kegg-bin/show_pathway?hsa03008+55651+51096+84135+10482+10607+54433+10528+10436+55226+102157402+2091+51068+22803+51602+10556+134430+55272+4809+3692+9790+6949+23560+55131+29889+10885+10248	-0.3269764781442791	-1.2119644343077267	0.15748031496062992	0.5514103777466876	52	./Project_wg_result1733327946_GSEA/hsa03008.png	26	55651;51096;84135;10482;10607;54433;10528;10436;55226;102157402;2091;51068;22803;51602;10556;134430;55272;4809;3692;9790;6949;23560;55131;29889;10885;10248	AK6;BMS1;EIF6;EMG1;FBL;GAR1;GNL2;GTPBP4;IMP3;NAT10;NHP2;NMD3;NOP56;NOP58;NXF1;POP7;RBM28;RPP30;SNU13;TBL3;TCOF1;UTP15;UTP18;WDR3;WDR36;XRN2
hsa03015	mRNA surveillance pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa03015+23435+1477+5518+11051+7919+10767+84305+26528+11052+9775+26986+5976+26019+8761+22916+22985+79869+51585+10189+5411+10921+10250+29101+10284+81608+55339	-0.3285302978919478	-1.2414814159437484	0.1262135922330097	0.5518352398979508	58	./Project_wg_result1733327946_GSEA/hsa03015.png	26	23435;1477;5518;11051;7919;10767;84305;26528;11052;9775;26986;5976;26019;8761;22916;22985;79869;51585;10189;5411;10921;10250;29101;10284;81608;55339	ACIN1;ALYREF;CPSF6;CPSF7;CSTF1;DAZAP1;DDX39B;EIF4A3;FIP1L1;HBS1L;NCBP2;NUDT21;PABPC1;PABPC4;PCF11;PNN;PPP2R1A;PYM1;RNPS1;SAP18;SRRM1;SSU72;TARDBP;UPF1;UPF2;WDR33
hsa00910	Nitrogen metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00910+2747+761+2752+759+23632	-0.6550986986290107	-1.5690212851240755	0.05026455026455026	0.5531300578827532	9	./Project_wg_result1733327946_GSEA/hsa00910.png	5	2747;761;2752;759;23632	CA1;CA14;CA3;GLUD2;GLUL
